location,total_sqft,bath,balcony,price,bhk
Murugeshpalya,1500.0,2.0,0.0,70.0,3.0
Budigere,705.0,1.0,0.0,34.545,1.0
Dollars Colony,2000.0,3.0,3.0,200.0,3.0
Thyagaraja Nagar,1675.0,1.0,0.0,241.0,1.0
Electronic City,1200.0,3.0,2.0,150.0,3.0
Nagarbhavi,1100.0,2.0,2.0,46.2,2.0
Whitefield,1400.0,2.0,3.0,56.0,3.0
Ramagondanahalli,2257.0,3.0,2.0,155.0,3.0
Budigere,1153.0,2.0,2.0,56.5,2.0
Sarjapur  Road,1197.0,2.0,1.0,56.86,2.0
Siddapura,1150.0,2.0,2.0,90.0,2.0
Akshayanagara East,595.0,1.0,1.0,40.0,1.0
Hoodi,1837.0,3.0,1.0,110.0,3.0
Kumbalgodu,3750.0,4.0,0.0,190.0,4.0
Bellandur,1830.0,3.0,3.0,91.86,3.0
Green Glen Layout,1715.0,3.0,3.0,115.0,3.0
Electronic City,970.0,2.0,1.0,35.0,2.0
Hebbal Kempapura,1200.0,3.0,2.0,148.0,4.0
NRI Layout,2700.0,5.0,1.0,95.75,4.0
Vidyaranyapura,2400.0,5.0,1.0,135.0,4.0
Sarjapur  Road,3040.0,4.0,2.0,135.0,4.0
Raja Rajeshwari Nagar,1168.0,2.0,1.0,66.0,2.0
Begur Road,1160.0,2.0,2.0,36.54,2.0
Mallappa Layout,1500.0,3.0,2.0,75.0,3.0
Kumaraswami Layout,600.0,2.0,1.0,72.0,2.0
ITPL,850.0,2.0,1.0,25.4,2.0
Ramamurthy Nagar,935.0,2.0,2.0,39.0,2.0
Doddaballapur,654.0,1.0,1.0,49.0,1.0
Domlur,1650.0,3.0,1.0,180.0,3.0
Vinayak Nagar,1300.0,2.0,1.0,33.0,2.0
Kaggalipura,950.0,2.0,1.0,60.0,2.0
Silk Board,1250.0,3.0,2.0,54.0,3.0
Doddakallasandra,1072.0,2.0,1.0,42.87,2.0
Ankappa Layout,1425.0,2.0,2.0,65.0,3.0
Uttarahalli,1165.0,1.0,0.0,42.09,2.0
Kathriguppe,1390.0,2.0,2.0,69.49,3.0
Kalena Agrahara,1510.0,3.0,2.0,78.0,3.0
Thanisandra,1305.0,2.0,2.0,90.0,2.0
Kodigehaali,866.0,2.0,2.0,32.0,2.0
Hulimavu,1231.0,2.0,1.0,84.5,2.0
Sompura,1360.0,2.0,3.0,45.0,3.0
Yeshwanthpur,2500.0,3.0,3.0,138.0,3.0
Whitefield,1140.0,2.0,3.0,55.0,2.0
Kanakpura Road,525.0,1.0,1.0,30.0,1.0
Whitefield,1295.0,2.0,1.0,64.5,2.0
Hormavu,1020.0,2.0,2.0,45.75,2.0
Old Airport Road,3504.0,4.0,0.0,262.0,4.0
Sidedahalli,1200.0,1.0,0.0,50.0,2.0
Vidyaranyapura,1100.0,2.0,1.0,41.0,2.0
Kothannur,820.0,2.0,2.0,37.0,2.0
Sarjapur,3508.0,4.0,1.0,386.0,4.0
Versova Layout,3700.0,4.0,2.0,400.0,4.0
Kalena Agrahara,1354.0,2.0,2.0,70.0,2.0
Basavangudi,2453.0,3.0,2.0,250.0,4.0
Garudachar Palya,1154.0,2.0,1.0,51.8,2.0
7th Phase JP Nagar,1680.0,2.0,3.0,92.0,3.0
Electronics City Phase 1,1205.0,2.0,2.0,60.0,2.0
Raja Rajeshwari Nagar,1400.0,2.0,2.0,86.0,3.0
Doopanahalli,1625.0,3.0,1.0,150.0,3.0
Electronic City,1500.0,3.0,1.0,73.0,3.0
Bannerghatta Road,1520.0,2.0,3.0,80.0,3.0
3rd Stage Raja Rajeshwari Nagar,1300.0,3.0,1.0,65.0,2.0
Manayata Tech Park,1150.0,2.0,2.0,47.0,2.0
Kadugodi,1762.0,3.0,3.0,109.0,3.0
Budigere,1153.0,2.0,2.0,58.0,2.0
Yelahanka,2650.0,4.0,1.0,223.0,4.0
Sompura,1350.0,2.0,2.0,47.0,3.0
Billekahalli,950.0,2.0,2.0,56.0,2.0
Jakkur,3295.0,3.0,3.0,310.0,3.0
Coconut Grove Layout,1515.0,3.0,3.0,80.5,3.0
Neeladri Nagar,1100.0,2.0,2.0,30.0,2.0
Byrasandra,1250.0,2.0,2.0,65.0,2.0
HBR Layout,1200.0,2.0,0.0,120.0,2.0
5th Phase JP Nagar,2500.0,8.0,3.0,95.0,7.0
Yelahanka,1355.0,2.0,2.0,51.5,3.0
Dominic Layout,1115.0,3.0,1.0,39.14,3.0
8th Phase JP Nagar,1275.0,3.0,2.0,45.0,3.0
Padmanabhanagar,2051.0,3.0,2.0,170.0,3.0
BTM Layout,1470.0,2.0,2.0,99.0,3.0
Silver Springs Layout,1550.0,2.0,3.0,70.0,3.0
Bannerghatta Road,1270.0,2.0,1.0,73.0,3.0
Bhoganhalli,2119.0,4.0,2.0,111.0,4.0
Hebbal Kempapura,1600.0,3.0,3.0,170.0,3.0
Kudlu Gate,1320.0,2.0,2.0,50.0,3.0
Gopalkrishna Nagar,2505.0,3.0,0.0,165.0,3.0
Tejaswini Nagar,1410.0,2.0,1.0,54.0,3.0
Whitefield,1200.0,2.0,3.0,70.0,2.0
Chennammana Kere,1705.0,2.0,1.0,86.96,3.0
Electronic City,995.0,2.0,1.0,48.0,2.0
Horamavu Banaswadi,1081.0,2.0,1.0,52.0,2.0
Parappana Agrahara,1194.0,2.0,2.0,46.0,2.0
Sonnenahalli,605.0,1.0,1.0,30.24,1.0
Yelahanka,567.0,1.0,1.0,25.0,1.0
Rajaji Nagar,1718.0,3.0,2.0,275.0,2.0
Banashankari Stage VI,1410.5,2.0,0.0,70.385,3.0
Green Glen Layout,1715.0,3.0,2.0,105.0,3.0
Doddaballapur,3206.0,5.0,0.0,270.0,4.0
Bannerghatta Road,1846.0,3.0,2.0,120.0,3.0
Coconut Garden,600.0,3.0,1.0,90.0,3.0
Whitefield,1015.0,2.0,3.0,56.0,2.0
Thanisandra,1100.0,2.0,1.0,36.0,2.0
NGR Layout,1021.0,2.0,2.0,45.9,2.0
Haralur Road,1230.0,2.0,1.0,67.65,2.0
Uttarahalli,1260.0,2.0,2.0,55.0,2.0
Jakkur,1950.0,3.0,2.0,131.0,3.0
Sector 2 HSR Layout,1231.0,2.0,3.0,66.0,2.0
Mahadevpura,1236.0,2.0,1.0,58.0,2.0
R.T. Nagar,1800.0,3.0,0.0,120.0,4.0
KAMAKIYA,1650.0,3.0,2.0,135.0,3.0
Kirloskar Layout,750.0,3.0,1.0,88.0,5.0
Begur,1443.0,2.0,2.0,70.0,3.0
Wheelers Road,925.0,2.0,1.0,68.0,2.0
Chandapura,1305.0,3.0,1.0,33.28,3.0
Alfa Garden Layout,1190.0,2.0,2.0,46.41,2.0
Uttarahalli,1284.0,2.0,2.0,53.36,2.0
MM Layout,350.0,3.0,1.0,45.0,4.0
Palace Guttahalli,875.0,3.0,1.0,115.0,3.0
Chikkalasandra,1325.0,2.0,1.0,59.0,2.0
Kudlu Gate,1183.0,2.0,1.0,79.54,2.0
Rajiv Gandhi Nagar,1750.0,3.0,2.0,100.0,3.0
Doddagubbi,747.0,1.0,2.0,27.0,1.0
Electronic City,1342.0,2.0,1.0,90.0,2.0
Motappa Layout,1113.0,2.0,1.0,52.0,2.0
Devarabeesana Halli,1738.0,3.0,2.0,110.0,3.0
Brookefield,1206.0,2.0,0.0,90.0,2.0
Hebbal,2790.0,4.0,3.0,198.0,4.0
Hebbal,1162.0,2.0,1.0,59.0,2.0
Parappana Agrahara,1194.0,2.0,2.0,46.0,2.0
Kattigenahalli,3500.0,6.0,0.0,115.0,6.0
Rajaji Nagar,1763.0,3.0,2.0,240.0,2.0
Uttarahalli,1150.0,2.0,1.0,45.99,2.0
Chikkalasandra,1290.0,2.0,2.0,72.0,2.0
Thubarahalli,3408.0,5.0,0.0,145.0,4.0
HBR Layout,900.0,2.0,1.0,145.0,2.0
Sanjay nagar,1150.0,2.0,0.0,70.0,2.0
Banashankari,1040.0,2.0,1.0,109.0,3.0
Yeshwanthpur,1160.0,2.0,2.0,64.08,2.0
Soundarya Layout,900.0,2.0,2.0,27.0,2.0
Sarjapur  Road,1750.0,3.0,1.0,185.0,4.0
Electronic City,1320.0,2.0,1.0,38.12,3.0
Lingadheeranahalli,2240.0,4.0,2.0,160.0,4.0
Electronics City Phase 1,891.0,2.0,1.0,26.0,2.0
Ambedkar Nagar,1852.0,3.0,2.0,125.0,3.0
Chandapura,1323.0,2.0,1.0,42.0,3.0
Vittasandra,1404.0,2.0,1.0,67.5,2.0
Dodda Nekkundi,1370.0,2.0,2.0,60.0,2.0
Uttarahalli,1385.0,2.0,2.0,48.48,3.0
Gollarapalya Hosahalli,1129.0,2.0,1.0,50.0,2.0
Mahalakshmi Layout,1876.0,3.0,1.0,150.0,3.0
Brooke Bond First Cross,1720.0,3.0,1.0,95.0,3.0
Mysore Road,1175.0,2.0,2.0,86.68,2.0
Nagawara Junction,500.0,1.0,2.0,51.0,1.0
Hosa Road,1893.0,3.0,2.0,130.0,3.0
Whitefield,1430.0,3.0,2.0,52.0,3.0
Green View Layout,850.0,2.0,2.0,45.0,2.0
CV Raman Nagar,1392.0,2.0,1.0,110.0,2.0
Kanakpura Road,1938.0,3.0,3.0,105.0,3.0
Chennammanakere Achukattu,1020.0,2.0,2.0,52.0,2.0
"beml layout, basaveshwara nagar",2400.0,2.0,1.0,360.0,3.0
HBR Layout,1832.0,3.0,2.0,160.0,3.0
Konanakunte,1423.0,2.0,2.0,85.0,3.0
Jakkur,1432.0,2.0,1.0,85.0,2.0
CV Raman Nagar,1480.0,3.0,2.0,65.0,3.0
Kanakpura Road,1843.0,3.0,2.0,96.2,3.0
Hulimavu,1916.0,2.0,1.0,150.0,3.0
Hennur,1255.0,2.0,1.0,55.5,2.0
Yelenahalli,1160.0,2.0,2.0,44.08,2.0
Old Madras Road,2640.0,2.0,1.0,170.0,2.0
Bommanahalli,1160.0,2.0,3.0,53.0,2.0
Lakshminarayana Pura,1200.0,2.0,1.0,80.0,2.0
7th Phase JP Nagar,1100.0,2.0,1.0,44.0,2.0
Ramagondanahalli,1500.0,3.0,3.0,100.0,3.0
Electronic City Phase II,1336.0,2.0,3.0,50.35,3.0
Choodasandra,1065.0,2.0,1.0,46.0,2.0
Hebbal,1294.0,2.0,1.0,115.0,2.0
Rachenahalli,1550.0,3.0,2.0,68.5,3.0
Whitefield,1216.0,2.0,1.0,75.0,2.0
Bank Of Baroda Colony,1005.0,2.0,2.0,40.0,2.0
7th Phase JP Nagar,1430.0,2.0,1.0,102.0,3.0
Hoodi,1660.0,3.0,2.0,125.0,3.0
Thanisandra,1430.0,2.0,3.0,56.0,3.0
Hennur Road,1470.0,2.0,1.0,75.0,3.0
Jalahalli,1045.0,2.0,1.0,76.77,2.0
Anjanapura,950.0,2.0,0.0,30.0,2.0
Doddathoguru,1382.0,3.0,1.0,65.0,3.0
BTM 2nd Stage,930.0,2.0,2.0,46.0,2.0
Sarjapur  Road,1660.0,2.0,2.0,116.0,3.0
Vijinapura,1290.0,2.0,2.0,71.95,2.0
Whitefield,1010.0,2.0,1.0,45.0,3.0
Brookefield,3050.0,4.0,0.0,130.0,4.0
Dodda Nekkundi,1200.0,2.0,2.0,71.0,2.0
3rd Block Hrbr Layout,1650.0,3.0,2.0,140.0,3.0
Budigere,1636.0,3.0,2.0,88.0,3.0
Rajaji Nagar,2367.0,3.0,2.0,320.0,3.0
Budigere,1153.0,2.0,2.0,56.55,2.0
Hegde Nagar,2087.01,4.0,2.0,160.0,3.0
LB Shastri Nagar,1200.0,2.0,1.0,47.0,2.0
HSR Layout,1844.0,3.0,1.0,89.0,3.0
Hosa Road,1537.52,3.0,1.0,110.0,3.0
Begur Road,1215.0,2.0,1.0,43.75,2.0
Sarjapur  Road,1194.0,2.0,1.0,57.0,2.0
Chennappa Layout,1220.0,2.0,2.0,52.0,2.0
1st Block HBR Layout,3150.0,4.0,2.0,150.0,4.0
Kanakpura Road,525.0,1.0,1.0,26.0,1.0
Bommasandra,955.0,2.0,1.0,37.97,2.0
Kadugondanahalli,2000.0,5.0,0.0,75.0,5.0
Magadi Road,884.0,2.0,1.0,48.0,2.0
Kathriguppe,1250.0,2.0,1.0,68.75,2.0
Dodda Nekkundi,2400.0,4.0,2.0,300.0,3.0
Harlur,2990.0,4.0,1.0,225.0,4.0
Bellandur,1195.0,2.0,1.0,52.0,2.0
Begur,1200.0,2.0,1.0,33.0,2.0
Sarjapur  Road,984.0,2.0,1.0,45.75,2.0
Bommasandra,1089.0,2.0,1.0,40.0,2.0
Hennur Road,1165.0,2.0,1.0,52.0,2.0
Hennur,1482.0,3.0,1.0,110.0,3.0
Ramamurthy Nagar,1200.0,2.0,1.0,68.0,2.0
Kanakapura,1938.0,3.0,3.0,113.0,3.0
Hormavu,1166.0,2.0,2.0,34.97,3.0
Chikkalasandra,1275.0,2.0,2.0,55.46,3.0
Mico Layout,1140.0,2.0,2.0,43.0,2.0
Hegde Nagar,3734.0,5.0,1.0,430.0,4.0
Tejaswini Nagar,720.0,1.0,2.0,28.0,1.0
Nagarbhavi,1200.0,3.0,2.0,228.0,3.0
Richards Town,1100.0,2.0,1.0,90.0,2.0
Sector 7 HSR Layout,1162.0,2.0,2.0,98.77,2.0
Ramamurthy Nagar,540.0,1.0,0.0,35.0,1.0
Rachenahalli,1550.0,2.0,2.0,73.5,3.0
R.T. Nagar,1300.0,3.0,0.0,145.0,3.0
Chikbasavanapura,1220.0,2.0,2.0,60.0,2.0
Doddathoguru,964.0,2.0,1.0,62.0,2.0
"Electronic City Phase 1, ",1500.0,3.0,2.0,50.0,3.0
Sarjapur  Road,1347.0,2.0,1.0,44.0,3.0
Bannerghatta Road,3000.0,4.0,2.0,140.0,4.0
Bannerghatta,1120.0,2.0,1.0,42.5,2.0
Lake City,600.0,1.0,1.0,22.8,1.0
Whitefield,2321.0,4.0,1.0,157.0,3.0
Bhagyalakshmi Avenue,540.0,1.0,2.0,24.0,1.0
Hebbal,1150.0,2.0,1.0,57.0,2.0
Sonnenahalli,1484.0,3.0,1.0,75.0,3.0
Ramagondanahalli,1680.0,2.0,0.0,68.0,3.0
Byagadadhenahalli,620.0,2.0,1.0,23.0,2.0
Dodda Banaswadi,1650.0,3.0,2.0,78.0,3.0
Chuchangatta Colony,1250.0,3.0,2.0,44.0,3.0
Hanuman Nagar,2072.0,3.0,2.0,108.0,3.0
Sarjapur  Road,1105.0,2.0,2.0,40.0,2.0
Vidyaranyapura,1200.0,2.0,2.0,60.5,2.0
Kumaraswami Layout,3100.0,7.0,3.0,145.0,7.0
Electronic City,550.0,2.0,1.0,16.0,2.0
Banashankari,1340.0,2.0,2.0,53.6,3.0
Rajaji Nagar,2409.0,3.0,3.0,395.0,3.0
Haralur Road,1194.0,2.0,2.0,46.0,2.0
Vittasandra,1246.0,2.0,1.0,65.0,2.0
Old Airport Road,1055.0,2.0,3.0,75.0,2.0
Hosa Road,1541.0,3.0,1.0,69.61,3.0
Harlur,1370.0,2.0,2.0,88.0,2.0
Whitefield,1224.0,2.0,2.0,75.0,2.0
Kengeri Satellite Town,650.0,2.0,1.0,58.0,4.0
Kambipura,883.0,2.0,1.0,39.0,2.0
Yeshwanthpur,1676.0,3.0,0.0,92.13,3.0
Shree Ananth Nagar Layout,1154.0,2.0,1.0,57.0,2.0
Kanakpura Road,1610.0,3.0,3.0,78.5,3.0
Devasthanagalu,1057.0,2.0,1.0,42.0,2.0
Raja Rajeshwari Nagar,1157.0,2.0,1.0,65.0,2.0
Gulimangala,980.0,2.0,3.0,35.0,2.0
Sarjapur  Road,1140.0,2.0,1.0,40.0,2.0
Raja Rajeshwari Nagar,1206.0,2.0,1.0,40.7,2.0
Electronic City Phase II,575.0,1.0,1.0,16.75,1.0
Koramangala,1600.0,3.0,1.0,170.0,3.0
1st Stage Indira Nagar,2400.0,4.0,1.0,500.0,4.0
Horamavu Agara,1300.0,2.0,2.0,52.0,3.0
Tunganagara,1270.0,2.0,1.0,35.56,3.0
Electronic City,1128.0,2.0,1.0,63.5,2.0
Electronics City Phase 1,640.0,1.0,1.0,45.0,1.0
4th T block Jayanagar,2400.0,3.0,2.0,185.0,3.0
TC Palaya,1200.0,2.0,0.0,66.0,3.0
Kanakapura,1090.0,2.0,2.0,38.15,2.0
Electronic City,589.0,1.0,1.0,29.0,1.0
Electronic City,1125.0,2.0,1.0,28.13,2.0
Kogilu,1140.0,2.0,2.0,50.66,2.0
Sarjapur  Road,3150.0,4.0,2.0,500.0,4.0
Kundalahalli,1315.0,2.0,3.0,74.0,2.0
Billamaranahalli,2700.0,2.0,2.0,150.0,2.0
Bellandur,1435.0,2.0,2.0,115.0,3.0
Haralur Road,1092.0,2.0,2.0,44.0,2.0
Kadugodi,1314.0,2.0,3.0,80.0,2.0
Koramangala,1260.0,2.0,1.0,100.0,2.0
Nagarbhavi,1080.0,2.0,1.0,49.0,2.0
Mysore Road,1082.0,2.0,1.0,45.0,3.0
Jakkur,1150.0,3.0,2.0,65.0,3.0
Hennur Road,1052.0,2.0,1.0,34.72,2.0
Yelahanka,1045.0,2.0,1.0,45.0,2.0
Kodigehaali,1442.0,3.0,2.0,80.0,3.0
Kaggadasapura,1500.0,2.0,2.0,75.0,3.0
Marsur,497.0,1.0,1.0,20.0,2.0
Hennur,1255.0,2.0,1.0,53.57,2.0
Vajarahalli,1432.0,3.0,2.0,79.0,3.0
Kundalahalli,2100.0,3.0,2.0,150.0,3.0
Hennur Road,1450.0,2.0,2.0,80.0,2.0
Sarjapur  Road,1346.0,2.0,1.0,69.61,2.0
Electronic City Phase II,925.0,2.0,1.0,49.82,3.0
Dasarahalli,1160.0,2.0,2.0,49.0,2.0
Lingadheeranahalli,1768.0,3.0,3.0,81.31,3.0
Kothanur,1094.0,2.0,2.0,54.0,2.0
Seetharampalya,1500.0,3.0,3.0,90.0,3.0
Gubbalala,1745.0,3.0,2.0,130.0,3.0
Bommanahalli,2875.0,7.0,0.0,85.0,7.0
Byadarahalli,3500.0,3.0,3.0,425.0,4.0
Sonnenahalli,1550.0,3.0,1.0,50.0,3.0
Rajiv Nagar,2340.0,5.0,1.0,160.0,4.0
Whitefield,1655.0,3.0,2.0,113.0,3.0
Battarahalli,2024.0,3.0,2.0,103.0,3.0
Siddapura,3100.0,5.0,0.0,425.0,4.0
Iblur Village,1920.0,3.0,2.0,130.0,3.0
Kambipura,1082.0,2.0,1.0,55.0,3.0
BTM 2nd Stage,1265.0,2.0,3.0,55.0,3.0
Kengeri Satellite Town KHB Apartment,1100.0,2.0,2.0,45.0,3.0
Margondanahalli,1160.0,2.0,1.0,65.0,2.0
Vittasandra,1246.0,2.0,1.0,67.4,2.0
Hosa Road,615.0,1.0,1.0,43.08,1.0
7th Phase JP Nagar,1128.0,2.0,1.0,60.0,2.0
Tirumanahalli,1260.0,2.0,1.0,55.0,2.0
Bellandur,1830.0,3.0,3.0,89.89,3.0
Sarjapur,1525.0,2.0,2.0,68.0,3.0
Yelahanka,602.0,2.0,1.0,30.0,1.0
Kumaraswami Layout,3000.0,4.0,2.0,400.0,7.0
Hegde Nagar,1835.0,3.0,3.0,89.0,3.0
Kanakpura Road,1250.0,3.0,3.0,62.6,3.0
Murugeshpalya,1855.0,3.0,3.0,96.0,3.0
Kanakpura Road,1450.0,3.0,3.0,60.91,3.0
Sarjapur  Road,2089.0,3.0,2.0,148.0,3.0
Haralur Road,1464.0,3.0,2.0,56.0,3.0
Begur Road,1200.0,2.0,2.0,44.73,2.0
Sarjapur,1095.0,2.0,1.0,45.0,2.0
Ambedkar Nagar,2900.0,3.0,2.0,297.0,3.0
BTM 2nd Stage,2500.0,3.0,2.0,345.0,3.0
Kothanur,1170.0,3.0,2.0,80.0,3.0
6th Phase JP Nagar,1280.0,2.0,1.0,88.0,2.0
Rajaji Nagar,1224.0,2.0,0.0,105.0,2.0
Thanisandra,1694.0,3.0,1.0,125.0,3.0
Electronic City,825.0,2.0,1.0,30.0,2.0
Sarjapur  Road,1612.0,3.0,1.0,98.38,3.0
Chandapura,985.0,2.0,1.0,25.12,2.0
Murugeshpalya,1175.0,2.0,2.0,75.0,2.0
Sunkadakatte,600.0,1.0,0.0,24.0,1.0
Whitefield,1740.0,3.0,3.0,85.0,3.0
Carmelaram,1770.0,3.0,2.0,99.0,3.0
Horamavu Agara,1090.0,2.0,1.0,46.0,2.0
Jogupalya,1800.0,3.0,1.0,130.0,3.0
Jigani,1221.0,3.0,3.0,65.0,3.0
8th Phase JP Nagar,1046.0,2.0,1.0,48.0,2.0
Uttarahalli,1290.0,2.0,3.0,56.12,3.0
Electronic City Phase II,1065.0,2.0,1.0,30.76,2.0
Battarahalli,1097.0,2.0,1.0,49.0,2.0
Kalena Agrahara,1200.0,3.0,2.0,70.0,2.0
Varthur,2160.0,3.0,2.0,170.0,3.0
Anekal,1140.0,2.0,2.0,52.0,2.0
Thigalarapalya,1297.0,2.0,2.0,98.0,2.0
Padmanabhanagar,1150.0,2.0,0.0,50.0,2.0
Kuvempu Nagar,1375.0,2.0,1.0,45.0,2.0
Babusapalaya,1245.0,2.0,2.0,58.0,2.0
Nagarbhavi,1800.0,3.0,0.0,180.0,4.0
Brookefield,1594.0,3.0,2.0,140.0,3.0
TC Palaya,1200.0,2.0,0.0,66.0,3.0
Chandapura,645.0,1.0,1.0,16.45,1.0
Kanakpura Road,700.0,2.0,2.0,36.0,2.0
Raja Rajeshwari Nagar,1000.0,2.0,0.0,50.0,2.0
Begur Road,1160.0,2.0,2.0,42.0,2.0
Gopalkrishna Nagar,1570.0,2.0,2.0,95.0,3.0
Sarjapur  Road,1290.0,2.0,2.0,88.0,2.0
Kudlu Gate,1200.0,2.0,1.0,44.4,2.0
Shanti Nagar,2250.0,3.0,0.0,180.0,3.0
Defence Colony,1270.0,2.0,0.0,172.0,2.0
Akshayanagara East,1145.0,2.0,2.0,44.0,2.0
Chikkabanavar,1320.0,2.0,2.0,46.0,3.0
Electronic City Phase II,1065.0,2.0,1.0,30.75,2.0
Whitefield,1650.0,3.0,2.0,48.0,3.0
Sarjapur  Road,1371.0,2.0,1.0,86.0,2.0
Doddanakunte,2700.0,5.0,2.0,150.0,5.0
Electronic City,1575.0,3.0,1.0,94.5,3.0
Yelahanka,1362.0,2.0,2.0,66.0,2.0
Bettahalsoor,3210.0,5.0,0.0,353.0,5.0
Haralur Road,1255.0,3.0,1.0,90.0,3.0
Whitefield,925.0,2.0,1.0,35.0,2.0
Electronics City Phase 1,1088.0,2.0,1.0,30.46,2.0
Yelahanka,1234.0,2.0,2.0,80.0,2.0
Sarjapur  Road,2140.0,3.0,2.0,139.0,3.0
Thubarahalli,1584.0,3.0,2.0,101.0,3.0
Whitefield,1175.0,2.0,2.0,50.0,2.0
Sarjapura - Attibele Road,1555.0,3.0,3.0,52.0,3.0
Chandapura,645.0,1.0,1.0,16.45,1.0
Dodda Nekkundi,1585.0,2.0,2.0,79.0,3.0
Kalena Agrahara,1354.0,2.0,2.0,71.0,2.0
Madiwala,1165.0,2.0,2.0,45.0,2.0
Kumaraswami Layout,1200.0,3.0,1.0,75.0,3.0
Hebbal,1740.0,2.0,1.0,137.0,3.0
Rachenahalli,985.0,2.0,1.0,50.17,2.0
Chandapura,1200.0,2.0,1.0,36.0,2.0
Duddanahalli,1340.0,2.0,2.0,47.0,3.0
Begur Road,1583.0,3.0,1.0,95.23,3.0
Basaveshwara Nagar,1200.0,1.0,1.0,180.0,2.0
Bannerghatta Road,1122.5,2.0,0.0,61.74,2.0
Thanisandra,1573.0,3.0,2.0,100.0,3.0
CV Raman Nagar,1227.0,2.0,2.0,42.88,2.0
Yemlur,1210.0,2.0,1.0,60.0,2.0
Basavangudi,1650.0,3.0,3.0,125.0,3.0
Raja Rajeshwari Nagar,1485.0,2.0,2.0,63.0,3.0
Haralur Road,1735.0,3.0,2.0,97.0,3.0
Hebbal Kempapura,1730.0,3.0,2.0,175.0,3.0
Sector 1 HSR Layout,1684.0,3.0,2.0,86.0,3.0
Sai Gardens,1686.0,3.0,3.0,77.0,3.0
Bikasipura,1654.0,3.0,3.0,82.0,3.0
Green Glen Layout,1600.0,3.0,3.0,105.0,3.0
KR Puram,1100.0,2.0,1.0,39.9,2.0
Bannerghatta Road,1655.0,3.0,3.0,95.0,3.0
Hennur,1830.0,3.0,3.0,121.0,3.0
Hebbal,1430.0,3.0,1.0,85.0,3.0
Sarjapur  Road,1044.0,2.0,2.0,55.0,2.0
Banashankari,1426.0,3.0,2.0,85.0,3.0
Choodasandra,1115.0,2.0,2.0,50.0,2.0
Yelahanka,1000.0,2.0,1.0,29.0,2.0
Kathriguppe,754.0,2.0,0.0,69.99,2.0
Electronic City Phase II,1140.0,2.0,1.0,33.06,2.0
Kodichikkanahalli,900.0,2.0,1.0,35.0,2.0
Gulakamale,1200.0,2.0,3.0,50.0,2.0
Malleshwaram,580.0,1.0,1.0,45.0,1.0
TC Palaya,1200.0,2.0,0.0,66.0,3.0
Munnekollal,1030.0,2.0,1.0,50.36,2.0
Mahalakshmi Puram,1950.0,3.0,3.0,132.0,3.0
Kundalahalli,1724.0,3.0,1.0,125.0,3.0
Konanakunte Cross,1200.0,2.0,2.0,130.0,3.0
Rajaji Nagar,1314.0,2.0,0.0,225.0,2.0
Kothanur,1400.0,2.0,2.0,65.0,2.0
Kaggadasapura,1400.0,2.0,2.0,68.0,3.0
Hulimavu,1115.0,2.0,2.0,44.6,2.0
Bharathi Nagar,1300.0,2.0,2.0,55.86,2.0
Arishinakunte,2400.0,4.0,1.0,150.0,4.0
Kanakpura Road,1332.0,2.0,1.0,108.0,2.0
Abbigere,1000.0,2.0,1.0,41.0,2.0
Whitefield,1200.0,3.0,2.0,67.75,3.0
Whitefield,2444.0,4.0,0.0,145.0,4.0
Electronic City,1070.0,2.0,1.0,48.0,2.0
Sarjapur  Road,1600.0,3.0,1.0,85.0,3.0
Marathahalli,1196.0,2.0,2.0,57.95,2.0
Electronic City,1025.0,2.0,1.0,54.0,2.0
Choodasandra,1220.0,3.0,2.0,56.0,3.0
Sarjapur  Road,2180.0,4.0,3.0,180.0,3.0
Jakkasandra,1600.0,3.0,2.0,102.0,3.0
Whitefield,1270.0,2.0,1.0,110.0,2.0
Shanthala Nagar,3290.0,4.0,0.0,460.0,3.0
Jakkur,1932.47,3.0,2.0,183.0,3.0
Jalahalli,2086.0,3.0,2.0,160.0,3.0
Old Madras Road,1165.0,2.0,1.0,51.42,2.0
Marathahalli,1310.0,3.0,1.0,63.25,3.0
Rajaji Nagar,1440.0,2.0,2.0,165.0,2.0
Electronics City Phase 1,1900.0,3.0,2.0,85.0,3.0
Chandapura,740.0,1.0,1.0,22.0,2.0
Yeshwanthpur,2503.0,3.0,3.0,138.0,3.0
5th Phase JP Nagar,1075.0,2.0,2.0,60.0,2.0
Bellandur,1260.0,2.0,2.0,83.5,2.0
Yelahanka,1282.0,2.0,1.0,48.72,3.0
Tumkur Road,1100.0,2.0,1.0,60.0,4.0
Green Glen Layout,1717.0,3.0,3.0,125.0,3.0
Chellikere,1088.0,2.0,2.0,46.0,2.0
Raja Rajeshwari Nagar,1335.0,2.0,1.0,56.0,3.0
Vidyaranyapura,1200.0,2.0,1.0,42.0,2.0
Garudachar Palya,1325.0,2.0,2.0,60.0,3.0
JP Nagar,1157.0,2.0,1.0,73.0,2.0
KR Puram,2283.0,4.0,0.0,121.0,4.0
Sahakara Nagar,1200.0,2.0,1.0,54.0,2.0
Pai Layout,1510.0,2.0,2.0,65.0,3.0
Bommanahalli,1050.0,2.0,2.0,54.0,2.0
Chikkadunnasandra,1200.0,2.0,2.0,45.0,2.0
Binny Pete,1516.0,3.0,1.0,147.0,3.0
Indira Nagar,2400.0,6.0,2.0,475.0,6.0
Channasandra,1050.0,2.0,1.0,44.41,2.0
